Review_ID,Customer_ID,Review_Text,Rating,Date
934,CUST1034,Support was acceptable but not impressive.,3,2024-11-05
935,CUST1035,Secure and reliable banking experience.,4,2024-07-07
936,CUST1036,ATM often out of service.,2,2025-02-18
937,CUST1037,ATM network is wide and accessible.,4,2024-05-02
938,CUST1038,Highly satisfied with the banking experience.,5,2024-05-09
939,CUST1039,Branches are available but crowded sometimes.,3,2024-09-05
940,CUST1040,Interest rates are higher compared to competitors.,1,2024-11-07
941,CUST1041,Highly satisfied with the banking experience.,4,2025-04-20
942,CUST1042,Excellent service and easy online transactions.,4,2024-08-11
943,CUST1043,Friendly customer service and quick responses.,5,2025-01-03
944,CUST1044,Secure and reliable banking experience.,5,2024-11-26
945,CUST1045,Mobile app is very user-friendly and efficient.,5,2024-08-28
946,CUST1046,Great offers on credit cards and savings accounts.,5,2025-01-10
947,CUST1047,It’s okay for basic banking needs.,3,2024-07-22
948,CUST1048,Secure and reliable banking experience.,5,2025-01-31
949,CUST1049,Unhelpful customer service representatives.,1,2024-06-03
950,CUST1050,Faced issues with online transactions.,1,2024-12-24
951,CUST1051,Overall neutral experience with minor issues.,3,2025-04-09
952,CUST1052,Support was acceptable but not impressive.,3,2025-02-01
953,CUST1053,Banking experience was average.,3,2024-05-12
954,CUST1054,Overall neutral experience with minor issues.,3,2024-10-27
955,CUST1055,ATM often out of service.,1,2024-08-19
956,CUST1056,Bad response time from helpline.,2,2025-04-13
957,CUST1057,Loan process took too long with no updates.,1,2025-01-29
958,CUST1058,Loans were processed faster than expected.,5,2025-04-10
959,CUST1059,Loans were processed faster than expected.,5,2025-03-12
960,CUST1060,ATM often out of service.,2,2024-06-22
961,CUST1061,Overall neutral experience with minor issues.,3,2025-01-27
962,CUST1062,Loans were processed faster than expected.,5,2025-03-22
963,CUST1063,ATM network is wide and accessible.,4,2024-11-17
964,CUST1064,Website sometimes works slowly but manageable.,3,2024-07-08
965,CUST1065,No hidden charges and transparent communication.,5,2024-12-28
966,CUST1066,ATM network is wide and accessible.,5,2024-07-01
967,CUST1067,Loans were processed faster than expected.,4,2024-06-13
968,CUST1068,ATM network is wide and accessible.,4,2024-06-17
969,CUST1069,No hidden charges and transparent communication.,4,2024-10-14
970,CUST1070,"App features are just fine, nothing fancy.",3,2025-03-09
971,CUST1071,Branches are available but crowded sometimes.,3,2025-01-02
972,CUST1072,Unhelpful customer service representatives.,1,2024-12-05
973,CUST1073,ATM network is wide and accessible.,4,2024-05-11
974,CUST1074,Mobile app crashes frequently.,1,2025-01-23
975,CUST1075,Nothing special but does the job.,3,2025-03-16
976,CUST1076,Service was neither good nor bad.,3,2024-10-28
977,CUST1077,Nothing special but does the job.,3,2024-12-26
978,CUST1078,Overall neutral experience with minor issues.,3,2025-03-22
979,CUST1079,Friendly customer service and quick responses.,4,2025-03-29
980,CUST1080,Great offers on credit cards and savings accounts.,4,2024-07-15
981,CUST1081,Loan process took too long with no updates.,2,2025-01-19
982,CUST1082,Faced issues with online transactions.,1,2024-06-07
983,CUST1083,Friendly customer service and quick responses.,4,2025-01-21
984,CUST1084,"App features are just fine, nothing fancy.",3,2024-09-13
985,CUST1085,Loan process took too long with no updates.,2,2024-10-30
986,CUST1086,Friendly customer service and quick responses.,5,2024-08-28
987,CUST1087,Website downtime caused major inconvenience.,1,2024-09-13
988,CUST1088,No hidden charges and transparent communication.,4,2024-06-10
989,CUST1089,Highly satisfied with the banking experience.,4,2024-12-04
990,CUST1090,Website downtime caused major inconvenience.,2,2025-03-22
991,CUST1091,ATM often out of service.,1,2024-08-14
992,CUST1092,Bad response time from helpline.,2,2025-03-03
993,CUST1093,Bad response time from helpline.,1,2025-04-22
994,CUST1094,"Neutral experience, nothing extraordinary.",3,2024-11-24
995,CUST1095,Mobile app is very user-friendly and efficient.,4,2024-08-22
996,CUST1096,Secure and reliable banking experience.,4,2025-01-31
997,CUST1097,Loan process took too long with no updates.,1,2024-06-04
998,CUST1098,Banking experience was average.,3,2024-12-24
999,CUST1099,Support was acceptable but not impressive.,3,2024-06-25
1000,CUST1100,Support was acceptable but not impressive.,3,2024-10-28
